,sex,age,height,weight,bmi,headache_freq,pain_intensity,left_side,right_side,middle,both_sides,around_the_eyes,back_of_the_neck,unilateral,throbbing1,tight_headache,throbbing2,dull_heavy_headache,worse_with_movement,gourmet,sensitive_to_sound,throw_up,nausea_vomiting,Sensitivity_to_odors,sensitivity_to_light,light_noise_sensitivity,Missed_school_work,Work_decreased_less_than_half,no_housework,Housework_reduced_to_less_than_half,incapacitated_degree
0,1.0,32.857142857142854,175.71428571428572,74.71428571428571,24.3,6.714285714285714,3.6713421213421213,0.3464543393114821,0.2449357520786092,0.1756728899586042,0.17088563517134944,0.0635018135018135,0.49617706760563907,0.5913900913900915,0.287583223297509,0.24836366979224125,0.6077309220166364,0.26425349282492133,0.40022833594262164,0.11767054624197477,0.26424894282037137,0.0,0.11767054624197477,0.0,0.09252619966905681,0.08742415885273028,0.0,0.0,0.2841269841269841,0.0,0.8041983541983541
1,0.0,26.76923076923077,159.30769230769232,54.38461538461539,21.446153846153848,6.461538461538462,4.202940934404349,0.2654535372344737,0.2763491803625583,0.18805400285333393,0.36991038813781285,0.08498168498168497,0.1472404206099858,0.528559550507711,0.26211775187527697,0.20175635556070334,0.5094134235020523,0.3549220706829403,0.5141320048092622,0.2763758321450629,0.2724402703081633,0.054466506180552994,0.2848962971872671,0.0,0.20885919635919636,0.10561660561660562,0.0,0.0,0.12201591511936338,0.0,0.4428581977913081
2,0.041666666666666664,41.5,158.5,52.833333333333336,21.05,7.208333333333333,3.957628988129756,0.2741842909412569,0.21473805530984322,0.22863591570538164,0.3660840510395464,0.2335833853538962,0.1747191396136829,0.44848957300582687,0.2967595245168774,0.19226417269664173,0.43399781816480726,0.36027458362500925,0.482132570445264,0.24239695543391357,0.18210755729621828,0.04322699108883318,0.2597885246346933,0.0,0.14686097195288372,0.08354263179630826,0.0,0.0,0.1182058682058682,0.0,0.5973838895810646
3,0.25,41.5,165.0,72.0,26.537500000000005,4.875,3.485995528594213,0.34910714285714284,0.15208333333333332,0.1622023809523809,0.2689484126984127,0.17242063492063495,0.17529761904761906,0.5011904761904762,0.48045634920634916,0.13452380952380952,0.3176587301587302,0.16765873015873015,0.3976190476190476,0.3729166666666667,0.12638888888888888,0.0,0.3729166666666667,0.0,0.00625,0.00625,0.0,0.0,0.04999999999999999,0.0,0.5633928571428571
